Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),DEFCON_Level,ID
7,1,0.18,5,29,65,0.472099853,373.12,1,1047200,3,11242
7,0,0.28,2,6,36,0.479441997,361.46,1,932800,3,930
10,1,0.57,2,30,67,0.508810573,352.98,1,950400,2,296
8,0,0.12,2,10,49,0.516152717,359.34,1,800800,2,1772
8,1,0.28,2,9,28,0.538179148,347.68,1,827200,2,5427
7,0,0.47,4,18,48,0.567547724,374.18,1,844800,3,11133
5,1,0,2,16,42,0.149045521,390.08,1,1073600,3,9254
7,1,0.08,3,14,21,0.256240822,349.8,1,1038400,3,6518
11,1,0.38,2,21,68,0.707048458,311.64,2,827200,1,4707
7,1,0,2,11,31,0.479441997,373.12,1,862400,2,10945
8,0,0.31,2,32,60,0.453010279,343.44,1,880000,4,3741
6,1,0.04,2,6,14,0.306901615,362.52,1,994400,2,8627
8,1,0.11,2,7,16,0.52349486,357.22,1,827200,4,9875
12,0,0.49,2,5,24,0.640969163,331.78,1,906400,3,729
12,0,0.4,9,6,19,0.567547724,315.88,1,836000,2,1838
8,0,0.42,2,9,21,0.437591777,351.92,1,968000,3,10703
8,1,0.08,2,22,49,0.508810573,357.22,1,844800,2,6695
6,1,0,2,7,14,0.341409692,362.52,1,950400,2,7235
8,0,0.29,3,7,24,0.602790015,345.56,1,844800,3,11941
7,1,0.01,2,14,38,0.395007342,355.1,1,827200,3,2051
8,1,0.11,1,11,54,0.604258443,361.46,1,836000,2,2876
8,1,0,2,6,13,0.412628488,356.16,1,853600,2,12464
11,0,0.49,2,6,10,0.373715125,320.12,1,1012000,2,1274
7,1,0.13,2,12,29,0.43979442,362.52,1,994400,2,7359
7,0,0.18,2,13,50,0.413362702,359.34,1,796400,2,6094
7,1,0.02,2,17,87,0.540381791,374.18,1,853600,2,4816
7,1,0.14,2,10,34,0.464757709,366.76,1,994400,2,6227
10,0,0.2,11,13,48,0.941262849,343.44,0,844800,2,11393
8,1,0.11,2,11,44,0.464757709,356.16,1,959200,2,1657
7,1,0.02,2,31,92,0.40969163,344.5,1,968000,3,1684
7,1,0.08,2,10,45,0.369309838,362.52,1,976800,1,3446
10,1,0.17,3,17,112,0.740088106,333.9,1,800800,2,8883
9,0,0.45,2,6,14,0.28267254,355.1,1,1100000,3,1786
6,0,0.22,2,5,12,0.538179148,361.46,0,862400,2,680
7,1,0,2,17,32,0.494126285,367.82,1,853600,2,6058
7,1,0.01,2,17,45,0.398678414,362.52,1,968000,3,12161
7,1,0.07,3,17,26,0.483113069,364.64,1,897600,2,7175
9,0,0.4,4,10,22,0.3979442,354.04,1,1038400,3,4622
7,1,0.23,2,18,86,0.46328928,334.96,1,827200,2,11774
8,1,0.22,2,9,79,0.604258443,339.2,1,871200,2,4397
8,1,0.29,3,15,46,0.567547724,360.4,1,871200,3,12093
8,1,0.02,2,10,20,0.361967695,372.06,1,994400,2,8809
9,0,0.47,2,7,20,0.347283407,333.9,1,1029600,3,10113
7,1,0.12,2,18,101,0.444933921,358.28,0,915200,2,12139
9,0,0.31,2,4,22,0.582232012,347.68,1,950400,3,2865
10,0,0.45,2,6,21,0.552863436,333.9,0,924000,2,8887
8,1,0.04,2,4,11,0.430249633,356.16,0,880000,1,4687
8,1,0,2,3,14,0.389867841,357.22,0,924000,2,1293
8,1,0.25,3,19,84,0.611600587,345.56,1,844800,2,2786
9,0,0.3,2,8,11,0.482378855,350.86,1,924000,4,8871
8,1,0.04,2,8,15,0.377386197,351.92,1,888800,4,10712
7,1,0.08,3,13,48,0.516152717,355.1,1,818400,2,11058
9,1,0.34,3,24,129,0.626284875,337.08,1,809600,2,10142
12,0,0.55,2,7,20,0.709985316,330.72,1,862400,3,3232
12,0,0.54,2,5,18,0.582232012,316.94,1,818400,3,10394
8,1,0.07,2,22,56,0.498531571,350.86,1,818400,2,7743
8,1,0.27,3,5,77,0.490455213,342.38,0,818400,2,8232
6,0,0,2,21,63,0.526431718,384.78,1,836000,2,3550
12,1,0.66,8,23,144,0.611600587,322.24,1,924000,3,4239
7,1,0.14,2,10,35,0.386930984,358.28,1,976800,2,2794
10,0,0.46,2,5,11,0.54185022,330.72,1,950400,3,144
8,0,0.37,2,36,142,0.383259912,345.56,1,1082400,4,3556
7,1,0.03,2,32,85,0.406020558,352.98,1,853600,2,8164
7,1,0.01,2,40,63,0.406020558,363.58,1,924000,2,11651
8,1,0.24,2,15,38,0.494126285,334.96,1,836000,2,4151
6,0,0.26,2,4,45,0.457415565,356.16,1,888800,3,9967
6,1,0,2,8,11,0.33773862,380.54,1,862400,3,5256
7,0,0.18,3,27,42,0.479441997,349.8,1,880000,2,811
9,0,0.48,2,22,50,0.486784141,352.98,1,888800,3,8863
9,0,0.46,5,3,8,0.418502203,346.62,1,1100000,3,10039
7,0,0.14,2,15,34,0.347283407,357.22,1,959200,2,9391
7,1,0,3,8,11,0.256240822,351.92,1,968000,3,6646
10,0,0.45,6,5,13,0.508810573,336.02,1,1056000,5,10964
7,1,0.03,2,18,106,0.450073421,358.28,0,915200,2,1987
7,1,0.24,2,11,49,0.582232012,368.88,1,836000,2,9874
8,1,0.09,2,25,66,0.464757709,347.68,1,871200,2,9607
9,0,0.3,3,29,52,0.5969163,337.08,0,897600,2,10223
8,1,0.14,3,14,54,0.74743025,371,1,1012000,3,4828
9,0,0.38,3,10,62,0.582232012,321.18,1,880000,4,3709
5,1,0.15,3,6,32,0.320851689,408.1,1,1038400,3,9234
7,1,0.07,2,16,33,0.494126285,382.66,1,897600,3,1883
8,1,0.1,3,12,26,0.552863436,360.4,1,836000,3,3205
8,1,0.16,2,11,39,0.486784141,333.9,1,836000,2,4095
11,0,0.42,3,6,27,0.626284875,330.72,1,985600,4,9386
10,0,0.54,2,5,12,0.401615272,339.2,1,1047200,4,10027
11,0,0.44,2,14,27,0.618942731,336.02,1,836000,2,5272
8,0,0.68,3,3,10,0.53671072,349.8,1,844800,2,6952
8,0,0.4,2,7,12,0.27092511,346.62,1,1126400,4,6159
8,0,0.31,3,32,106,0.446402349,352.98,1,915200,3,11026
12,0,0.58,3,31,106,0.802496329,345.56,1,1012000,2,9955
7,1,0.02,2,8,28,0.52349486,356.16,1,827200,3,3622
8,0,0.31,2,23,122,0.494126285,339.2,1,836000,2,1638
6,1,0,2,9,25,0.359030837,368.88,1,985600,3,11815
7,0,0.44,2,14,27,0.350220264,354.04,1,994400,3,2486
7,1,0,6,27,61,0.572687225,367.82,1,941600,2,11999
8,1,0.12,3,20,60,0.516152717,359.34,1,897600,2,9775
9,0,0.45,2,32,59,0.447870778,345.56,1,1047200,4,7239
8,0,0.4,2,7,15,0.381057269,343.44,1,1038400,4,4113
10,0,0.65,3,12,29,0.582232012,328.6,1,1029600,4,7400
10,0,0.49,3,4,23,0.626284875,334.96,1,985600,4,7123
7,1,0.18,2,12,35,0.494126285,343.44,0,836000,2,11266
10,0,0.24,2,28,64,0.611600587,343.44,1,827200,2,7813
7,1,0.05,2,5,12,0.380323054,362.52,1,836000,2,9842
8,0,0.51,2,12,25,0.538179148,324.36,1,924000,2,1652
8,1,0.26,2,23,120,0.447136564,344.5,1,836000,2,2240
8,1,0.32,3,8,86,0.683553598,365.7,1,853600,2,6458
6,1,0,2,6,16,0.482378855,377.36,1,862400,2,12097
10,0,0.37,2,17,38,0.445668135,345.56,1,968000,3,6246
13,0,0.65,4,6,47,0.552863436,340.26,1,1056000,4,1913
9,0,0.45,2,21,46,0.447870778,356.16,1,1056000,4,11376
6,0,0.32,13,24,148,0.491923642,351.92,0,836000,2,5838
7,1,0.24,2,32,73,0.492657856,344.5,1,836000,2,9451
7,1,0.3,2,38,89,0.36123348,330.72,1,959200,4,3334
10,0,0.41,2,5,12,0.685022026,342.38,1,853600,4,9670
9,1,0,3,11,28,0.640969163,359.34,0,827200,1,3992
8,0,0.26,2,19,53,0.485315712,334.96,1,800800,2,594
8,1,0.24,3,5,10,0.360499266,328.6,1,818400,2,10061
9,0,0.47,1,34,103,0.567547724,333.9,0,827200,2,9713
7,1,0.13,2,34,53,0.410425844,360.4,1,836000,2,6752
6,0,0.33,7,72,278,0.414831131,351.92,1,915200,2,8739
9,0,0.27,3,29,90,0.5969163,348.74,1,836000,2,8436
8,1,0.49,2,47,141,0.450073421,340.26,1,1091200,4,9933
8,1,0.21,2,32,141,0.494126285,340.26,1,818400,2,4497
7,1,0.12,4,11,27,0.450073421,368.88,1,906400,2,8631
8,1,0.13,3,12,54,0.516152717,345.56,1,844800,2,7198
8,1,0.13,2,17,36,0.456681351,350.86,0,827200,3,12468
8,1,0.33,2,16,37,0.52349486,366.76,1,897600,2,6590
10,1,0.48,2,6,16,0.538179148,333.9,1,1003200,2,2330
8,1,0,3,11,14,0.584434655,357.22,0,836000,2,2079
8,1,0.13,3,29,63,0.485315712,347.68,1,809600,2,12062
7,1,0.06,2,12,85,0.542584435,372.06,1,836000,2,4879
6,0,0.25,2,33,84,0.053597651,351.92,1,1188000,5,5032
8,1,0.01,2,12,31,0.52349486,345.56,0,844800,1,787
8,1,0,2,3,14,0.464757709,336.02,1,809600,2,486
6,0,0.39,2,8,17,0.21071953,351.92,1,1091200,4,3159
7,1,0,3,7,18,0.633627019,382.66,1,968000,2,6375
7,1,0.15,2,26,38,0.353891336,360.4,1,985600,3,4259
8,0,0.2,3,18,111,0.640969163,350.86,1,827200,2,6717
9,0,0.36,2,53,74,0.611600587,361.46,1,880000,4,9771
6,0,0.23,2,5,14,0.335535977,361.46,1,862400,2,521
8,1,0.24,2,16,37,0.567547724,359.34,1,941600,2,7358
8,1,0.16,3,21,38,0.567547724,350.86,1,809600,3,6065
11,0,0.5,3,34,98,0.5969163,358.28,1,941600,3,2683
7,1,0.05,2,13,85,0.42804699,380.54,1,950400,3,3253
8,1,0.32,2,24,120,0.475770925,349.8,1,862400,2,3099
8,0,0.34,2,4,10,0.366372981,349.8,1,1012000,3,8225
8,1,0.09,6,9,22,0.429515419,357.22,1,906400,3,11107
7,0,0.38,2,7,20,0.295888399,360.4,1,1100000,4,11323
8,1,0.18,7,30,151,0.5969163,339.2,1,800800,1,11570
8,0,0.21,2,21,58,0.453744493,357.22,1,959200,2,1362
9,1,0,2,5,12,0.345814978,349.8,1,950400,2,9397
6,1,0,2,3,12,0.323788546,387.96,1,1012000,2,4386
7,1,0.09,6,6,29,0.486049927,365.7,1,1012000,1,8141
6,1,0.01,2,28,52,0.257709251,367.82,1,1020800,3,7368
9,0,0.45,2,21,27,0.395741557,339.2,1,976800,3,1646
8,1,0.1,3,18,49,0.567547724,374.18,1,976800,3,7844
12,0,0.49,4,10,24,0.699706314,349.8,1,809600,2,6520
7,0,0.24,2,27,69,0.406020558,363.58,1,968000,3,5276
7,1,0,2,21,37,0.479441997,366.76,1,959200,2,1703
8,1,0.02,1,13,31,0.395007342,334.96,1,924000,3,7612
7,0,0.21,2,41,74,0.294419971,330.72,0,880000,3,1729
11,0,0.58,2,6,20,0.640969163,311.64,1,844800,2,3843
12,0,0.51,2,7,15,0.633627019,329.66,1,994400,3,6972
8,1,0.2,2,10,23,0.386930984,345.56,1,976800,4,10294
9,1,0.04,4,21,45,0.572687225,351.92,1,888800,3,10569
8,0,0.25,3,14,31,0.52349486,348.74,0,844800,2,12043
12,1,0.58,3,19,34,0.670337739,320.12,1,950400,2,2999
9,1,0.26,2,32,119,0.592511013,341.32,1,844800,2,988
10,0,0.43,2,7,18,0.496328928,340.26,1,924000,3,3432
8,0,0.4,2,11,61,0.320851689,359.34,1,1047200,2,7165
8,1,0.27,2,12,65,0.457415565,357.22,1,862400,3,11697
10,0,0.42,2,4,17,0.56020558,333.9,1,897600,3,8695
8,0,0.52,3,5,13,0.508810573,344.5,1,968000,4,2986
9,0,0.41,6,3,10,0.464023495,342.38,1,994400,4,1233
7,0,0.27,2,4,11,0.510279001,344.5,1,809600,3,11222
6,0,0.21,2,46,68,0.245227606,351.92,0,1020800,3,7377
10,1,0.39,2,15,48,0.538179148,339.2,1,862400,3,1999
9,1,0.17,4,11,74,0.640969163,343.44,0,814000,3,7652
8,1,0.13,3,33,77.5,0.482378855,338.14,1,862400,2,991
6,0,0.08,2,9,23,0.33773862,371,1,862400,2,2288
7,1,0.28,7,31,115,0.522026432,352.98,1,792000,2,9262
7,1,0.21,2,15,24,0.232011747,362.52,1,1126400,3,5632
6,0,0.22,2,23,55,0.501468429,373.12,1,897600,3,9082
7,1,0.21,2,14,35,0.52349486,364.64,1,836000,3,4269
7,0,0.07,2,9,23,0.494126285,366.76,1,827200,2,3847
8,1,0.22,2,23,94,0.398678414,351.92,0,836000,2,6858
8,0,0.32,2,4,12,0.33113069,349.8,0,1038400,4,5355
8,1,0.17,2,12,47,0.464757709,356.16,1,853600,3,8038
10,0,0.35,2,20,72,0.665932452,337.08,1,800800,2,6335
13,1,0.45,2,6,32,0.626284875,315.88,1,880000,2,4765
8,0,0.49,2,33,125,0.332599119,348.74,1,1091200,5,10119
6,1,0.01,2,3,11,0.39133627,373.12,1,1012000,3,3582
8,0,0.29,4,12,33,0.530837004,352.98,1,818400,3,1425
7,1,0.08,2,19,32,0.52349486,369.94,1,827200,3,4549
11,0,0.74,4,6,19,0.54185022,343.44,0,1179200,5,7863
8,1,0.26,2,24,94,0.461820852,340.26,1,836000,3,12255
10,1,0.42,2,25,99,0.546989721,359.34,1,809600,2,3844
10,0,0.63,3,10,30,0.626284875,337.08,1,941600,4,3834
8,0,0.42,2,18,37,0.376651982,358.28,1,976800,3,295
7,1,0.03,8,30,109,0.589574156,341.32,1,827200,2,10965
10,0,0.33,3,15,27,0.773127753,343.44,1,871200,2,1192
7,1,0.01,2,24,43,0.512481645,366.76,1,853600,1,1316
9,1,0.34,2,9,21,0.486784141,347.68,1,959200,3,5532
8,1,0.06,2,5,14,0.494126285,358.28,0,880000,2,11574
9,1,0.18,3,21,77,0.646842878,348.74,1,827200,2,260
7,1,0.02,2,26,37,0.376651982,360.4,1,915200,3,5056
10,0,0.4,2,41,74,0.325991189,367.82,1,1073600,4,6994
10,0,0.41,2,11,21,0.46328928,354.04,1,1038400,4,2092
6,0,0.14,1,21,48,0.331864905,376.3,1,1012000,3,8659
9,0,0.24,2,19,39,0.559471366,339.2,1,880000,3,10118
7,0,0.28,2,31,47,0.329662261,358.28,1,1056000,3,4258
10,1,0.48,2,15,88,0.457415565,322.24,1,836000,2,9497
8,0,0.32,3,24,44,0.573421439,374.18,1,941600,3,5651
9,0,0.21,2,57,68,0.508810573,367.82,1,827200,3,7033
8,0,0.42,2,9,21,0.37958884,346.62,1,1100000,4,1038
8,1,0.07,2,5,11,0.450073421,356.16,0,924000,1,9882
7,1,0.07,2,16,26,0.455212922,379.48,1,968000,2,10672
11,0,0.5,3,20,55,0.5969163,321.18,1,880000,4,8556
8,0,0.29,2,5,16,0.435389134,364.64,1,941600,3,7214
10,1,0.45,2,6,19,0.685022026,344.5,1,827200,2,9059
7,1,0.06,6,4,9,0.52349486,345.56,1,836000,2,4854
8,1,0.28,2,38,89,0.441262849,351.92,1,871200,2,9487
13,1,0.66,2,6,14,0.685022026,321.18,1,880000,2,4990
7,1,0.14,2,15,36,0.530837004,375.24,1,871200,2,7240
9,1,0.14,2,20,60,0.537444934,310.58,1,827200,2,96
12,0,0.49,2,3,9,0.589574156,325.42,1,897600,3,5463
7,0,0.32,2,9,48,0.528634361,362.52,1,827200,3,4882
9,1,0.04,2,4,14,0.640969163,358.28,1,880000,3,5346
10,0,0.58,4,9,41,0.508810573,333.9,1,1100000,3,10847
10,1,0.28,2,30,152,0.802496329,337.08,1,792000,2,9023
5,0,0.02,2,28,33,0.149045521,390.08,1,1012000,3,11007
8,0,0.42,2,12,19,0.381057269,345.56,1,1038400,3,5504
7,1,0,2,18,38,0.567547724,358.28,1,827200,3,1876
7,1,0.22,2,15,24,0.486784141,364.64,1,853600,3,6199
7,1,0.02,2,9,25,0.347283407,359.34,1,959200,3,8298
9,0,0.24,3,18,75,0.611600587,337.08,1,844800,2,2849
8,1,0.29,2,9,86,0.530837004,339.2,1,748000,2,6627
9,1,0.18,3,5,30,0.534508076,330.72,0,880000,2,3957
10,0,0.4,1,14,24,0.45154185,341.32,1,1038400,4,6964
13,0,0.75,3,23,99,0.831864905,323.3,1,1012000,3,6965
11,0,0.41,9,13,61,0.625550661,326.48,1,888800,3,3036
8,1,0.01,2,7,16,0.478707783,344.5,1,844800,3,10375
8,1,0.32,2,16,101,0.494126285,357.22,0,836000,2,7768
9,0,0.48,4,3,10,0.594713656,350.86,1,1047200,3,2270
9,0,0.41,6,12,52,0.5969163,344.5,1,818400,3,8398
11,1,0.55,2,5,25,0.552863436,343.44,1,897600,3,9444
9,0,0.35,2,11,47,0.552863436,361.46,1,818400,3,7312
10,1,0.28,2,31,151,0.574889868,327.54,1,809600,2,710
12,0,0.55,3,13,25,0.640969163,316.94,1,1073600,4,5575
8,1,0.52,2,32,134,0.494126285,333.9,1,818400,2,5824
9,1,0.38,1,22,114,0.567547724,349.8,1,827200,2,10340
8,1,0.04,2,15,27,0.455212922,352.98,1,959200,3,10787
6,1,0.66,2,19,86,0.21071953,352.98,1,1135200,4,1352
9,0,0.32,2,13,62,0.475036711,310.58,1,985600,3,10767
12,1,0.5,3,8,42,0.62041116,327.54,1,1003200,3,179
7,1,0.05,2,20,49,0.50660793,360.4,1,836000,1,9068
8,0,0.49,2,39,51,0.435389134,346.62,1,1003200,2,3874
6,1,0.15,2,8,62,0.501468429,354.04,1,809600,2,11828
12,0,0.47,3,8,20,0.677679883,333.9,1,968000,2,6407
8,0,0.42,2,8,22,0.33113069,346.62,1,994400,2,6605
5,0,0.5,2,5,113,0.413362702,400.68,1,915200,3,7635
6,0,0.15,2,20,44,0.225403818,352.98,0,968000,2,5017
10,0,0.42,2,6,16,0.563142438,336.02,0,959200,2,3602
9,0,0.56,2,5,17,0.514684288,340.26,1,827200,3,5655
8,1,0,2,27,44,0.376651982,351.92,1,862400,2,2775
7,1,0.32,4,19,110,0.51835536,352.98,1,836000,2,3066
10,0,0.36,2,26,72,0.640969163,332.84,1,827200,2,11294
8,1,0.2,3,14,38,0.403817915,342.38,1,897600,3,3882
9,0,0.48,2,5,11,0.56020558,347.68,1,836000,2,8367
8,0,0.09,2,6,14,0.358296623,328.6,1,818400,3,6119
6,0,0.23,2,16,47,0.406020558,364.64,1,888800,3,5174
7,0,0.44,2,5,16,0.552863436,374.18,1,888800,2,5190
8,1,0.21,2,21,68,0.398678414,330.72,0,836000,1,9968
11,0,0.37,3,34,98,0.5969163,342.38,1,880000,1,10301
7,0,0.38,2,7,17,0.33113069,326.48,1,1047200,4,34
11,1,0.66,2,6,22,0.626284875,322.24,1,809600,2,1771
8,1,0.19,2,27,130,0.435389134,345.56,1,888800,3,8296
8,1,0,2,8,15,0.464757709,351.92,1,915200,3,10615
8,0,0.59,2,26,149,0.332599119,340.26,1,1135200,4,5369
9,0,0.31,2,13,45,0.508076358,354.04,1,932800,4,6365
7,1,0,1,17,26,0.567547724,381.6,1,941600,4,9022
7,0,0.29,3,32,55,0.468428781,363.58,1,924000,2,5692
9,0,0.49,2,26,67,0.486784141,347.68,1,888800,3,4817
9,1,0.26,2,23,54,0.559471366,321.18,1,853600,2,11921
9,0,0.54,2,17,60,0.452276065,359.34,1,1056000,3,1620
8,1,0.22,2,12,28,0.494126285,339.2,1,906400,2,11182
9,0,0.4,3,7,17,0.407488987,349.8,1,1056000,5,3710
8,1,0.2,3,14,69,0.490455213,348.74,1,818400,2,1616
9,1,0,2,8,15,0.582232012,341.32,1,844800,2,320
7,1,0.07,2,16,24,0.257709251,358.28,1,1117600,3,1827
10,0,0.4,2,13,28,0.368575624,305.28,2,1100000,4,613
11,1,0.38,3,26,91,0.611600587,336.02,1,809600,3,224
10,0,0.73,4,7,23,0.508810573,334.96,1,1038400,3,8449
11,0,0.41,9,22,89,0.655653451,325.42,1,924000,3,12204
10,1,0.23,2,9,31,0.538179148,342.38,1,853600,2,8977
11,0,0.52,2,6,24,0.736417034,327.54,1,809600,3,11408
9,1,0.11,2,25,48,0.479441997,333.9,1,897600,3,3152
6,1,0.08,2,13,24,0.46989721,366.76,0,994400,4,6223
8,1,0.29,2,16,72,0.508810573,339.2,1,818400,1,7707
7,1,0,2,11,34,0.52349486,367.82,1,827200,2,5454
12,1,0.5,2,6,14,0.72907489,338.14,1,792000,2,528
8,0,0.4,5,12,24,0.360499266,336.02,1,1064800,4,11057
7,1,0.05,6,27,94,0.655653451,365.7,1,853600,3,3673
7,1,0,2,12,86,0.52349486,354.04,1,792000,2,9478
8,1,0.43,2,22,114,0.538179148,341.32,1,809600,2,1474
9,0,0.45,2,20,50,0.393538913,333.9,1,985600,4,11605
10,1,0.34,3,35,152,0.595447871,328.6,1,809600,2,2306
8,1,0.49,2,6,19,0.24743025,340.26,1,1091200,3,9513
6,0,0.09,2,34,64,0.526431718,362.52,1,871200,3,11512
8,0,0.3,2,18,47,0.589574156,368.88,1,941600,5,8185
7,1,0.19,2,15,50,0.442731278,355.1,1,906400,2,9441
11,0,0.45,2,11,33,0.633627019,324.36,1,853600,3,2904
7,1,0.32,2,34,104,0.42804699,354.04,0,862400,1,68
9,0,0.42,2,9,20,0.626284875,359.34,1,924000,4,7494
7,1,0.12,2,13,64,0.433920705,348.74,1,827200,3,7523
10,0,0.43,2,5,10,0.414831131,332.84,0,1003200,2,6690
8,1,0,2,6,18,0.552863436,360.4,1,844800,2,8660
6,1,0.01,2,11,35,0.52349486,371,1,809600,2,4513
6,1,0,2,15,39,0.209251101,365.7,1,1100000,2,10834
9,0,0.57,2,16,40,0.604258443,375.24,1,880000,4,8316
8,1,0,2,5,18,0.449339207,344.5,0,897600,2,7806
6,0,0.24,2,30,70,0.082966226,359.34,1,1188000,4,3894
7,1,0.23,4,12,93,0.51835536,348.74,0,836000,2,6488
8,1,0.09,2,28,55,0.406020558,359.34,0,827200,1,11000
5,1,0.24,2,10,100,0.413362702,389.02,1,871200,2,12327
7,1,0,2,39,52,0.574889868,358.28,1,836000,2,9063
7,0,0.31,2,15,36,0.341409692,343.44,1,994400,4,2029
7,1,0.05,6,6,20,0.486049927,374.18,1,897600,2,4909
10,1,0.22,2,19,48,0.677679883,343.44,1,924000,3,5762
8,0,0.44,2,6,15,0.552863436,359.34,1,906400,2,9529
7,1,0.07,2,15,45,0.544052863,371,1,827200,2,7884
6,0,0.2,2,18,38,0.500734214,373.12,1,862400,3,4865
8,1,0.01,3,25,37,0.472099853,360.4,1,941600,2,2140
8,1,0.04,2,17,35,0.408957416,372.06,0,950400,3,11925
12,0,0.6,1,15,37,0.707048458,333.9,1,950400,4,4081
7,1,0.2,2,15,50,0.420704846,374.18,1,1029600,3,11693
12,0,0.49,2,10,23,0.685022026,343.44,1,906400,3,11391
9,0,0.43,2,12,21,0.417767988,355.1,1,1047200,4,9810
8,1,0.12,2,15,46,0.52349486,348.74,1,836000,3,7188
7,0,0.29,2,26,69,0.508810573,365.7,1,836000,2,11833
7,1,0.04,2,18,31,0.494126285,360.4,1,862400,3,2754
8,1,0.03,2,25,99,0.479441997,346.62,1,880000,2,3778
9,1,0.49,2,38,69,0.452276065,359.34,1,836000,2,7382
9,1,0.14,3,17,44,0.640969163,352.98,1,809600,3,3906
9,0,0.39,2,6,16,0.479441997,350.86,1,836000,3,3973
9,1,0.37,3,17,53,0.552863436,354.04,0,959200,2,11869
12,0,0.6,1,3,10,0.501468429,332.84,1,915200,3,4561
7,1,0.33,2,34,62,0.45154185,381.6,1,871200,2,10591
9,0,0.49,3,32,68,0.508810573,339.2,1,888800,3,2906
7,1,0.3,2,23,54,0.54185022,376.3,1,818400,2,8959
9,0,0.45,2,34,85,0.52349486,347.68,1,827200,2,11209
7,1,0.02,2,10,18,0.422173275,363.58,1,994400,3,12040
7,1,0.02,2,6,12,0.422173275,374.18,1,950400,3,10629
8,1,0.06,4,11,32,0.429515419,350.86,1,950400,2,2758
7,1,0.05,6,10,27,0.240088106,336.02,1,968000,3,1630
10,0,0.58,3,11,32,0.494126285,362.52,1,976800,3,10229
9,0,0.28,2,19,72,0.559471366,340.26,0,853600,2,8182
9,0,0.49,2,20,67,0.494126285,310.58,2,792000,2,6708
9,0,0.31,2,12,19,0.552863436,337.08,1,836000,3,7784
8,1,0.28,2,13,63,0.543318649,348.74,1,862400,2,550
10,0,0.4,3,13,24,0.72907489,341.32,1,827200,3,6699
8,0,0.24,2,19,71,0.435389134,338.14,1,836000,2,2675
6,1,0.1,2,16,26,0.34948605,375.24,1,897600,3,1685
10,0,0.33,2,16,144,0.66886931,363.58,1,862400,2,10775
7,1,0.13,2,29,55,0.545521292,371,1,871200,3,5334
8,1,0.03,2,27,90,0.450073421,352.98,1,853600,3,3704
6,1,0.09,2,4,25,0.39133627,362.52,1,836000,2,5076
10,0,0.49,3,5,19,0.714390602,338.14,1,880000,2,10361
9,1,0.14,2,20,48,0.542584435,352.98,1,897600,3,8165
7,1,0.02,2,29,42,0.398678414,376.3,1,968000,3,10951
7,1,0,2,3,14,0.441262849,356.16,1,862400,2,196
12,0,0.52,2,10,26,0.582232012,336.02,1,915200,2,12480
8,0,0.31,3,13,46,0.640969163,362.52,1,871200,3,1705
7,0,0.02,1,28,38,0.253303965,371,0,1020800,4,10195
7,1,0.07,2,17,51,0.414831131,358.28,1,906400,2,1948
7,1,0.32,4,16,51,0.567547724,358.28,1,792000,2,10636
7,1,0,2,6,9,0.172540382,359.34,0,1073600,4,10005
6,1,0.08,2,19,40,0.290014684,380.54,1,985600,1,746
7,1,0.17,5,29,139,0.450807636,351.92,1,950400,2,8614
6,1,0.12,2,4,9,0.272393539,366.76,0,1108800,2,2353
5,0,0.02,2,26,88,0.110132159,375.24,1,1029600,4,8112
8,1,0.13,3,12,28,0.403817915,356.16,1,959200,2,8838
6,1,0,2,7,23,0.399412628,364.64,1,924000,3,4228
12,0,0.6,2,12,35,0.498531571,332.84,1,915200,3,9249
7,1,0.03,2,36,53,0.301762115,351.92,1,1038400,3,884
7,1,0.12,2,12,26,0.332599119,360.4,0,844800,2,7404
13,0,0.55,2,42,54,0.773127753,342.38,0,809600,3,8290
8,1,0.07,2,22,56,0.508810573,355.1,1,844800,2,10828
7,1,0.08,2,22,60,0.420704846,347.68,1,871200,2,6784
8,1,0.02,3,15,24,0.464023495,344.5,1,827200,3,10782
10,0,0.42,3,11,24,0.773127753,341.32,1,968000,4,3388
11,0,0.6,2,5,18,0.582232012,337.08,1,800800,2,585
10,1,0.25,2,5,14,0.626284875,345.56,1,792000,2,8703
8,1,0.01,2,5,18,0.472099853,352.98,1,959200,1,11447
6,0,0.25,3,13,26,0.406020558,365.7,1,924000,2,3134
7,0,0.24,2,27,55,0.426578561,345.56,1,880000,3,8091
6,1,0.02,2,6,12,0.303230543,393.26,1,1003200,4,2590
13,0,0.55,2,22,66,0.802496329,321.18,1,818400,3,9642
8,0,0.06,2,6,11,0.450073421,358.28,1,897600,3,2459
5,0,0.11,2,16,86,0.229809104,389.02,1,1152800,3,2956
7,1,0,2,16,38,0.567547724,371,1,853600,2,6442
7,1,0.27,2,5,35,0.582232012,361.46,1,809600,2,308
7,0,0.24,2,27,61,0.42804699,348.74,1,827200,2,8218
8,0,0.14,2,10,48,0.457415565,347.68,1,836000,2,5541
7,0,0.11,2,6,14,0.346549192,352.98,1,959200,2,1041
6,1,0.01,2,6,9,0.288546256,364.64,1,1029600,2,8244
7,0,0.31,9,37.5,160,0.226872247,330.72,1,1020800,3,5585
8,0,0.26,2,9,44,0.530837004,347.68,1,827200,3,4214
